target_id,value_json
F07+F09,"{""title"": ""Typography: Only Helvetica"", ""category"": ""DESIGN""}"
F07+F09,"{""title"": ""Debugging Production Next.js at 3am"", ""category"": ""DEVELOPMENT""}"
F12,"{""price"": 0}"
F12,"{""price"": 10000}"
F12,"{""price"": 7}"
F12,"{""price"": 9999}"
F12,"{""price"": 199}"
F12,"{""price"": 1}"
F12,"{""price"": 2500}"
F12,"{""price"": 13}"
F13,"{""discountPercent"": 0}"
F13,"{""discountPercent"": 90}"
F13,"{""discountPercent"": 1}"
F13,"{""discountPercent"": 89}"
F13,"{""discountPercent"": 33}"
F13,"{""discountPercent"": 7}"
F13,"{""discountPercent"": 50}"
F13,"{""discountPercent"": 12}"
F14,"{""capacity"": 1}"
F14,"{""capacity"": 500}"
F14,"{""capacity"": 2}"
F14,"{""capacity"": 499}"
F14,"{""capacity"": 7}"
F14,"{""capacity"": 144}"
F14,"{""capacity"": 3}"
F14,"{""capacity"": 365}"
F15+F16,"{""startsAt"": ""2026-12-24T07:00"", ""endsAt"": ""2026-12-24T07:30""}"
F15+F16,"{""startsAt"": ""2027-03-01T08:00"", ""endsAt"": ""2027-03-01T20:00""}"
F15+F16,"{""startsAt"": ""2026-09-21T23:00"", ""endsAt"": ""2026-09-22T01:00""}"
F15+F16,"{""startsAt"": ""2028-02-29T09:00"", ""endsAt"": ""2028-02-29T17:00""}"
F15+F16,"{""startsAt"": ""2026-11-01T05:30"", ""endsAt"": ""2026-11-01T06:30""}"
F15+F16,"{""startsAt"": ""2027-06-30T22:00"", ""endsAt"": ""2027-06-30T23:30""}"
F15+F16,"{""startsAt"": ""2026-10-01T12:00"", ""endsAt"": ""2026-10-01T12:45""}"
F15+F16,"{""startsAt"": ""2027-12-31T18:00"", ""endsAt"": ""2027-12-31T23:00""}"
F18,"{""q"": """"}"
F18,"{""q"": ""a""}"
F18,"{""q"": ""ateliers en ligne""}"
F18,"{""q"": ""نيكست""}"
F18,"{""q"": ""workshop workshop workshop workshop workshop workshop workshop workshop""}"
F18,"{""q"": ""  figma  ""}"
F18,"{""q"": ""Next.js 16 App Router server actions caching revalidation streaming suspense boundaries""}"
F18,"{""q"": ""\""exact phrase\""""}"
F20+F21,"{""minPrice"": 0, ""maxPrice"": 0}"
F20+F21,"{""minPrice"": 50, ""maxPrice"": 50}"
F20+F21,"{""minPrice"": 10000, ""maxPrice"": 10000}"
F20+F21,"{""minPrice"": 0, ""maxPrice"": 1}"
F20+F21,"{""minPrice"": 9999, ""maxPrice"": 10000}"
F20+F21,"{""minPrice"": 1, ""maxPrice"": 2}"
F20+F21,"{""minPrice"": 120, ""maxPrice"": 121}"
F20+F21,"{""minPrice"": 0, ""maxPrice"": 10000}"
F25,"{""seats"": 10}"
F25,"{""seats"": 1}"
F25,"{""seats"": 9}"
F25,"{""seats"": 2}"
F25,"{""seats"": 10}"
F25,"{""seats"": 3}"
F25,"{""seats"": 8}"
F25,"{""seats"": 1}"
F28,"{""promoCode"": ""welcome10""}"
F28,"{""promoCode"": ""  WELCOME10  ""}"
F28,"{""promoCode"": ""Welcome10""}"
F28,"{""promoCode"": ""WELCOME10""}"
F28,"{""promoCode"": """"}"
F28,"{""promoCode"": ""welcome10""}"
F28,"{""promoCode"": ""WELCOME10""}"
F28,"{""promoCode"": """"}"
F29,"{""notes"": ""None.""}"
F29,"{""notes"": ""I am coeliac, lactose intolerant and allergic to sesame, so I will bring my own lunch and only need a plug socket.""}"
F29,"{""notes"": ""My guide dog will be with me.""}"
F29,"{""notes"": ""Please do not use my name in any group introductions.""}"
F29,"{""notes"": ""I may need to step out to take a call from the hospital.""}"
F29,"{""notes"": ""I am 1.98 m tall, a taller chair would help.""}"
F29,"{""notes"": ""Prefer no photographs of me for social media, thank you.""}"
F29,"{""notes"": ""I will be joining from Tokyo, so the timezone on my confirmation looked odd but it is correct.""}"
F31+F33,"{""rating"": 3, ""body"": ""Fine, thanks.""}"
F31+F33,"{""rating"": 5, ""body"": ""I have attended eleven workshops on this platform over two years and this was the most useful of all of them: the section on caching alone saved my team a week of guesswork, and the instructor stayed forty minutes late to look at our actual code.""}"
F31+F33,"{""rating"": 1, ""body"": ""Not for me. The content was accurate but I already knew all of it, which is my fault for not reading the level.""}"
F31+F33,"{""rating"": 4, ""body"": ""Bon atelier, tres pratique. The instructor spoke English but was happy to answer in French.""}"
F31+F33,"{""rating"": 5, ""body"": ""Worth it. Bring a charged laptop.""}"
F31+F33,"{""rating"": 2, ""body"": ""Room was freezing and the wifi dropped twice, which is not the instructor's fault but it did cost us an hour.""}"
F31+F33,"{""rating"": 4, ""body"": ""Second time I have taken this one, two years apart. The material has improved noticeably.""}"
F31+F33,"{""rating"": 3, ""body"": ""Good workshop, wrong level for me. I would recommend it to a junior developer without hesitation.""}"
F35,"{""description"": ""Booking gone.  Paid yesterday. Reference BK-100001. Nothing in my list now.""}"
F35,"{""description"": ""I am reporting this on behalf of eleven colleagues whose bookings for the same workshop all show the wrong date in the confirmation email, although the workshop page itself shows the correct date, and we are not sure which one to trust before we book travel.""}"
F35,"{""description"": ""The site works fine on my laptop but on my phone browser the booking button does nothing at all, no error, nothing. Android, Firefox.""}"
F35,"{""description"": ""Screen reader reads the seat selector as 'button' with no label, so I cannot tell how many seats I am choosing.""}"
F35,"{""description"": ""Payment went through at 23:58 and the confirmation says the booking is for the following day. Is my seat for the right session?""}"
F35,"{""description"": ""I received a review request for a workshop I never attended because I cancelled it three weeks ago.""}"
F35,"{""description"": ""My institution pays by invoice, not card. The checkout has no invoice option and I could not find how to request one.""}"
F35,"{""description"": ""Every page loads twice as slowly since yesterday evening. Not urgent, just letting you know in case it is useful.""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""HIGH"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""OTHER""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""ACCOUNT""}"
F36+F37,"{""priority"": ""HIGH"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""TECHNICAL""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""OTHER""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""ACCOUNT""}"
F39,"{""message"": ""?""}"
F39,"{""message"": ""Quels ateliers sont disponibles en ligne au mois de decembre et combien coutent-ils environ ?""}"
F39,"{""message"": ""hi""}"
F39,"{""message"": ""I want to book eleven seats for my team across three different workshops, can the assistant tell me whether that is possible in one payment or whether I need to do it three times, and whether a promo code would apply to all of them?""}"
F39,"{""message"": ""Is the Karachi venue step-free?""}"
F39,"{""message"": ""Do you run any of these workshops again if I miss one?""}"
F39,"{""message"": ""workshops   under   30   dollars   online""}"
F39,"{""message"": ""Can I review a workshop I attended last year?""}"
