target_id,value_json
F31+F33,"{""rating"": 4, ""body"": ""Good value for six hours. Bring a laptop with the dependencies already installed.""}"
F35,"{""description"": ""I booked a workshop yesterday and paid, but the booking does not appear in my bookings list. The confirmation page did load at the time.""}"
F35,"{""description"": ""My card was charged twice for the same booking reference. Please refund one of the charges.""}"
F35,"{""description"": ""The promo code WELCOME10 is not applying at checkout even though the workshop is still listed at full price.""}"
F35,"{""description"": ""I cannot change the attendee email on my booking. The form saves but shows the old address afterwards.""}"
F35,"{""description"": ""The joining link for the online workshop tomorrow has not arrived. Can you resend it to my account email?""}"
F35,"{""description"": ""I tried to cancel a booking and got a blank page. I do not know whether the cancellation went through.""}"
F35,"{""description"": ""Search results show a workshop that is already full. I could still open the booking form for it.""}"
F35,"{""description"": ""The price shown on the workshop page is different from the total at checkout. Which one is correct?""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""HIGH"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""TECHNICAL""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""BOOKING""}"
F36+F37,"{""priority"": ""HIGH"", ""category"": ""TECHNICAL""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""ACCOUNT""}"
F36+F37,"{""priority"": ""LOW"", ""category"": ""TECHNICAL""}"
F36+F37,"{""priority"": ""MEDIUM"", ""category"": ""BOOKING""}"
F39,"{""message"": ""Which workshops are online and under $30?""}"
F39,"{""message"": ""Can I still book the Next.js workshop for next month?""}"
F39,"{""message"": ""How do I cancel a booking I made yesterday?""}"
F39,"{""message"": ""Do you have any cooking workshops in Islamabad?""}"
F39,"{""message"": ""Is the guitar workshop suitable for a complete beginner?""}"
F39,"{""message"": ""What does the promo code WELCOME10 apply to?""}"
F39,"{""message"": ""Can I book two seats and pay for both at once?""}"
F39,"{""message"": ""Where can I see the reviews for a workshop?""}"
